Title,Product Link,Short Description,Off {Sale},Long Description,Category,Reviews,Size1,Price1 & Fixed Price,Size2,Price2,Size3,Price3,Size4,Price4
WATERMELON FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/watermelon-fruit-pod-hooti-extracts/,Watermelon Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Watermelon Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/WATERMELON FRUIT POD (HOOTI EXTRACTS),REVIEWS (0),,$40.00,,,,,,
STRAWBERRY FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/strawberry-fruit-pod-hooti-extracts/,Strawberry Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Strawberry Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/STRAWBERRY FRUIT POD (HOOTI EXTRACTS),REVIEWS (1),,$40.00,,,,,,
LIME FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/lime-fruit-pod-hooti-extracts/,Lime Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Lime Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/LIME FRUIT POD (HOOTI EXTRACTS),REVIEWS (1),,$40.00,,,,,,
BLACKBERRY CREAM CHERRY OIL (VIRIDESCO),https://herbapproach.com/product/blackberry-cream-cherry-oil-viridesco/,"Blackberry Cream Cherry Oil is rated V+ and made from Blackberry Cream flowers grown on Vancouver Island, in beautiful British Columbia!",Not Avaliable on this product,"Blackberry Cream Cherry Oil (Viridesco)
Blackberry Cream Cherry Oil is rated V+ and made from Blackberry Cream flowers grown on Vancouver Island, in beautiful British Columbia! Blackberry Cream is an indica-dominant hybrid made by crossing Blackberry Kush with Cookies and Cream. Just as the name denotes, you’ll be overwhelmed with notes of spicy berry and sweet cream that stay on your tongue. A slightly earthy tone balances this bud so that it’s not overly candylike. Without a care in the world, Blackberry Cream might lull you into the best night of sleep you’ve had in a long time.
Check out the how-to-use and grading chart here",VENDORS/VIRIDESCO/BLACKBERRY CREAM CHERRY OIL (VIRIDESCO),REVIEWS (0),,$40.00,,,,,,
PINEAPPLE FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/pineapple-fruit-pod-hooti-extracts/,Pineapple Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Pineapple Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/PINEAPPLE FRUIT POD (HOOTI EXTRACTS),REVIEWS (2),,$40.00,,,,,,
PINEAPPLE FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/pineapple-fruit-pod-hooti-extracts/,Pineapple Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Pineapple Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/PINEAPPLE FRUIT POD (HOOTI EXTRACTS),REVIEWS (2),,$40.00,,,,,,
VAPORIZER BATTERY (PYRO EXTRACTS),https://herbapproach.com/product/vaporizer-battery-pyro-extracts/,Pyro’s original Vaporizer Battery is the perfect size to fit in the palm of your hands. This sleek vaporizer battery fits most 510 thread cartridges and is perfect if you are looking to vape discreetly. Each Order Includes 1 Vaporizer/Battery,Not Avaliable on this product,"Vaporizer Battery (Pyro Extracts)
Pyro’s original Vaporizer Battery is the perfect size to fit in the palm of your hands. This sleek vaporizer battery fits most 510 thread cartridges and is perfect if you are looking to vape discreetly. Each Order Includes 1 Vaporizer/Battery
  NOTICE: To turn the battery on and off click the button 5 times in quick succession – the button light will then flash 3 times to confirm the action. We highly recommend using this battery with Pyro metal carts in the link below:
https://herbapproach.com/product/thc-distillate-cartridges-pyro-extracts/",VENDORS/PYRO EXTRACTS/VAPORIZER BATTERY (PYRO EXTRACTS),REVIEWS (72),,$20.00,,,,,,
PAX MAINTENANCE KIT (PAX),https://herbapproach.com/product/pax-maintenance-kit-pax/,Pax Maintenance Kit is ideal for those looking to always have a clean PAX. The new and improved Premium Maintenance kit has everything you need to take care of your PAX.,Not Avaliable on this product,"PAX Maintenance Kit (PAX)
Pax Maintenance Kit is ideal for those looking to always have a clean PAX. The new and improved Premium Maintenance kit has everything you need to take care of your PAX.
Each Kit includes: :
3x 3D Oven Screens
1x Wire Brush
Compatible with PAX 2, PAX 3, PAX MINI, and PAX PLUS.",CONCENTRATES/VAPE PEN/PAX MAINTENANCE KIT (PAX),REVIEWS (0),,$20.00,,,,,,
FRUIT VAPORIZER BATTERY (HOOTI EXTRACTS),https://herbapproach.com/product/fruit-vaporizer-battery-hooti-extracts/,Fruit Vaporizer Battery by Hooti Extracts is a sleekly designed for compatibility with Hooti’s premium Fruit Pods. We suggest to only use the charger provided with the Fruit Battery. Each Order Includes 1 Fruit Battery & Charger,Not Avaliable on this product,Fruit Vaporizer Battery by Hooti Extracts is a sleekly designed for compatibility with Hooti’s premium Fruit Pods. We suggest to only use the charger provided with the Fruit Battery. Each Order Includes 1 Fruit Battery & ChargerNotice* – Charge Battery Upon Reception,VENDORS/HOOTI EXTRACTS/FRUIT VAPORIZER BATTERY (HOOTI EXTRACTS),REVIEWS (4),,$20.00,,,,,,
BERRY PUNCH FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/berry-punch-fruit-pod-hooti-extracts/,Berry Punch Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Berry Punch Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/BERRY PUNCH FRUIT POD (HOOTI EXTRACTS),REVIEWS (0),,$40.00,,,,,,
BLOOD ORANGE FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/blood-orange-fruit-pod-hooti-extracts/,Blood Orange Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Blood Orange Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/BLOOD ORANGE FRUIT POD (HOOTI EXTRACTS),REVIEWS (1),,$40.00,,,,,,
WATERMELON FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/watermelon-fruit-pod-hooti-extracts/,Watermelon Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Watermelon Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/WATERMELON FRUIT POD (HOOTI EXTRACTS),REVIEWS (0),,$40.00,,,,,,
STRAWBERRY FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/strawberry-fruit-pod-hooti-extracts/,Strawberry Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Strawberry Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/STRAWBERRY FRUIT POD (HOOTI EXTRACTS),REVIEWS (1),,$40.00,,,,,,
MANGO FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/mango-fruit-pod-hooti-extracts/,Mango Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Mango Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/MANGO FRUIT POD (HOOTI EXTRACTS),REVIEWS (1),,$40.00,,,,,,
BERRY PUNCH FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/berry-punch-fruit-pod-hooti-extracts/,Berry Punch Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Berry Punch Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/BERRY PUNCH FRUIT POD (HOOTI EXTRACTS),REVIEWS (0),,$40.00,,,,,,
BLOOD ORANGE FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/blood-orange-fruit-pod-hooti-extracts/,Blood Orange Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Blood Orange Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/BLOOD ORANGE FRUIT POD (HOOTI EXTRACTS),REVIEWS (1),,$40.00,,,,,,
WATERMELON FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/watermelon-fruit-pod-hooti-extracts/,Watermelon Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Watermelon Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/WATERMELON FRUIT POD (HOOTI EXTRACTS),REVIEWS (0),,$40.00,,,,,,
STRAWBERRY FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/strawberry-fruit-pod-hooti-extracts/,Strawberry Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Strawberry Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/STRAWBERRY FRUIT POD (HOOTI EXTRACTS),REVIEWS (1),,$40.00,,,,,,
LIME FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/lime-fruit-pod-hooti-extracts/,Lime Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Lime Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/LIME FRUIT POD (HOOTI EXTRACTS),REVIEWS (1),,$40.00,,,,,,
PINEAPPLE FRUIT POD (HOOTI EXTRACTS),https://herbapproach.com/product/pineapple-fruit-pod-hooti-extracts/,Pineapple Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. ,Not Avaliable on this product,Pineapple Fruit Pod by Hooti Extracts consists of THC Distillate and a natural fruit blend of organic terpenes. This product is a pod system (NOT 510 threadings) and you will need a Hooti Vaporizer Battery to smoke,VENDORS/HOOTI EXTRACTS/PINEAPPLE FRUIT POD (HOOTI EXTRACTS),REVIEWS (2),,$40.00,,,,,,
COTTON CANDY THC DISTILLATE CARTRIDGE (FUEGO),https://herbapproach.com/product/cotton-candy-thc-distillate-cartridge-fuego/,Cotton Candy THC Distillate Cartridge by Fuego is a 510 thread compatible vaporizer cartridge. Cotton Candy gives users a sweet taste with every pull.,Not Avaliable on this product,"Cotton Candy THC Distillate Cartridge by Fuego is a 510 thread compatible vaporizer cartridge. Cotton Candy gives users a sweet taste with every pull.
ATTENTION* Please prime cartridge before using to avoid a burnt or off flavour. Simply take 5 long, 5 second pulls without pressing the power button. 
Ingredients: 87% pure high grade distillate, 10% MCT oil, 3% terpenes
Each 1ml cartridge contains 1 gram of distillate",VENDORS/FUEGO/COTTON CANDY THC DISTILLATE CARTRIDGE (FUEGO),REVIEWS (17),,$39.99,,,,,,
RINGO’S GIFT CBD GLASS CARTRIDGE (TOP SHELF),https://herbapproach.com/product/ringos-gift-cbd-glass-cartridge-top-shelf/,"Ringo’s Gift CBD Glass Cartridge by Top Shelf contains users powerful anti-inflammatory effects, pain relief, and relaxation.",Not Avaliable on this product,"Ringo’s Gift CBD Glass Cartridge by Top Shelf contains users powerful anti-inflammatory effects, pain relief, and relaxation. Named after late CBD pioneer Lawrence Ringo, this strain is considered by many to be a pivotal addition into the CBD space.
Each Cartridge contains 1 Gram of Broad Spectrum CBD Oil
NOTICE* – Purge the carts before consuming. Take 2-3 long drags without turning on the battery before vaporizing, enjoy!",VENDORS/TOP SHELF/RINGO’S GIFT CBD GLASS CARTRIDGE (TOP SHELF),REVIEWS (2),,$29.99,,,,,,
SKITTLES THC DISTILLATE CARTRIDGE (FUEGO),https://herbapproach.com/product/skittles-thc-distillate-cartridge-fuego/,Skittles THC Distillate Cartridge by Fuego is a 510 thread compatible vaporizer cartridge. Skittles gives users a sweet taste with every pull.,Not Avaliable on this product,"Skittles THC Distillate Cartridge by Fuego is a 510 thread compatible vaporizer cartridge. Skittles gives users a sweet taste with every pull.
ATTENTION* Please prime cartridge before using to avoid a burnt or off flavour. Simply take 5 long, 5 second pulls without pressing the power button. 
Ingredients: 87% pure high grade distillate, 10% MCT oil, 3% terpenes
Each 1ml cartridge contains 1 gram of distillate",VENDORS/FUEGO/SKITTLES THC DISTILLATE CARTRIDGE (FUEGO),REVIEWS (13),,$39.99,,,,,,
RINGO’S GIFT CBD GLASS CARTRIDGE (TOP SHELF),https://herbapproach.com/product/ringos-gift-cbd-glass-cartridge-top-shelf/,"Ringo’s Gift CBD Glass Cartridge by Top Shelf contains users powerful anti-inflammatory effects, pain relief, and relaxation.",Not Avaliable on this product,"Ringo’s Gift CBD Glass Cartridge by Top Shelf contains users powerful anti-inflammatory effects, pain relief, and relaxation. Named after late CBD pioneer Lawrence Ringo, this strain is considered by many to be a pivotal addition into the CBD space.
Each Cartridge contains 1 Gram of Broad Spectrum CBD Oil
NOTICE* – Purge the carts before consuming. Take 2-3 long drags without turning on the battery before vaporizing, enjoy!",VENDORS/TOP SHELF/RINGO’S GIFT CBD GLASS CARTRIDGE (TOP SHELF),REVIEWS (2),,$29.99,,,,,,
